frecuencia_hz,carga_1meg_cable_300pf_db,carga_1meg_cable_600pf_db,carga_10k_cable_300pf_db,carga_10k_cable_600pf_db
9120.10839,-14.9313858,-20.4257967,-29.3155289,-29.7004957
9332.54301,-15.4001188,-20.8625259,-29.5251116,-29.9286906
9549.92586,-15.8652781,-21.2974632,-29.7351912,-30.158081
9772.37221,-16.3270727,-21.7307025,-29.9457857,-30.3887033
10000,-16.785697,-22.1623319,-30.1569135,-30.6205945
10232.9299,-17.2413323,-22.5924348,-30.3685941,-30.8537922
10471.2855,-17.6941477,-23.0210893,-30.5808475,-31.0883343
10715.1931,-18.144301,-23.4483695,-30.7936948,-31.3242595
10964.782,-18.5919398,-23.8743452,-31.0071577,-31.5616066
11220.1845,-19.0372022,-24.2990821,-31.2212588,-31.8004149
11481.5362,-19.4802178,-24.7226424,-31.4360215,-32.0407239
11748.9755,-19.9211077,-25.1450851,-31.6514701,-32.2825732
12022.6443,-20.3599858,-25.5664657,-31.8676297,-32.5260026
12302.6877,-20.796959,-25.9868367,-32.0845262,-32.7710518
12589.2541,-21.2321277,-26.406248,-32.3021866,-33.0177605
12882.4955,-21.6655866,-26.8247466,-32.5206384,-33.2661682
13182.5674,-22.0974245,-27.2423773,-32.7399102,-33.516314
13489.6288,-22.5277253,-27.6591824,-32.9600314,-33.7682366
13803.8426,-22.9565678,-28.0752018,-33.1810322,-34.0219744
14125.3754,-23.3840266,-28.4904737,-33.4029436,-34.277565
14454.3977,-23.8101719,-28.9050341,-33.6257976,-34.5350452
14791.0839,-24.23507,-29.3189172,-33.8496268,-34.7944512
15135.6125,-24.6587837,-29.7321556,-34.0744647,-35.0558181
15488.1662,-25.0813721,-30.1447799,-34.3003457,-35.3191798
15848.9319,-25.5028913,-30.5568196,-34.5273046,-35.5845692
16218.101,-25.9233942,-30.9683023,-34.7553772,-35.8520179
16595.8691,-26.3429309,-31.3792546,-34.9846,-36.1215559
16982.4365,-26.7615489,-31.7897015,-35.2150099,-36.3932117
17378.0083,-27.1792932,-32.1996669,-35.4466447,-36.6670124
17782.7941,-27.5962064,-32.6091736,-35.6795426,-36.9429832
18197.0086,-28.0123288,-33.0182429,-35.9137422,-37.2211472
18620.8714,-28.4276987,-33.4268956,-36.1492828,-37.501526
19054.6072,-28.8423524,-33.835151,-36.386204,-37.784139
19498.446,-29.2563244,-34.2430278,-36.6245457,-38.0690035
19952.6231,-29.6696474,-34.6505437,-36.8643479,-38.3561344
20417.3794,-30.0823525,-35.0577154,-37.1056512,-38.6455448
20892.9613,-30.494469,-35.4645591,-37.3484958,-38.9372452
21379.6209,-30.9060249,-35.8710898,-37.5929223,-39.2312438
21877.6162,-31.317047,-36.2773222,-37.8389711,-39.5275465
22387.2114,-31.7275604,-36.68327,-38.0866824,-39.8261568
22908.6765,-32.1375892,-37.0889465,-38.3360961,-40.1270756
23442.2882,-32.5471562,-37.4943642,-38.5872519,-40.4303017
23988.3292,-32.9562832,-37.899535,-38.8401888,-40.7358311
24547.0892,-33.3649907,-38.3044702,-39.0949455,-41.0436576
25118.8643,-33.7732985,-38.7091809,-39.3515597,-41.3537727
25703.9578,-34.1812253,-39.1136772,-39.6100685,-41.6661654
26302.6799,-34.5887887,-39.517969,-39.8705081,-41.9808224
26915.348,-34.9960059,-39.9220658,-40.1329135,-42.2977283
27542.287,-35.4028928,-40.3259764,-40.3973188,-42.6168652
28183.8293,-35.8094648,-40.7297094,-40.6637565,-42.9382135
28840.315,-36.2157366,-41.133273,-40.9322582,-43.2617512
29512.0923,-36.621722,-41.5366749,-41.2028535,-43.5874545
30199.5172,-37.0274343,-41.9399224,-41.4755707,-43.9152978
30902.9543,-37.4328862,-42.3430227,-41.7504364,-44.2452535
31622.7766,-37.8380896,-42.7459825,-42.0274753,-44.5772927
32359.3657,-38.2430559,-43.1488081,-42.3067103,-44.9113845
33113.1121,-38.6477963,-43.5515058,-42.5881622,-45.247497
33884.4156,-39.0523209,-43.9540812,-42.8718498,-45.5855966
34673.685,-39.4566398,-44.3565401,-43.1577898,-45.9256486
35481.3389,-39.8607623,-44.7588877,-43.4459965,-46.2676173
36307.8055,-40.2646976,-45.161129,-43.7364823,-46.6114659
37153.5229,-40.6684541,-45.563269,-44.0292567,-46.9571566
38018.9396,-41.0720401,-45.9653121,-44.3243275,-47.3046511
38904.5145,-41.4754633,-46.3672629,-44.6216995,-47.6539102
39810.7171,-41.8787313,-46.7691254,-44.9213755,-48.0048943
40738.0278,-42.2818511,-47.1709038,-45.2233556,-48.3575632
41686.9383,-42.6848294,-47.5726018,-45.5276376,-48.7118766
42657.9519,-43.0876728,-47.9742231,-45.8342169,-49.0677937
43651.5832,-43.4903874,-48.3757711,-46.1430864,-49.4252737
44668.3592,-43.8929791,-48.7772493,-46.4542366,-49.7842758
45708.819,-44.2954534,-49.1786606,-46.7676559,-50.1447591
46773.5141,-44.6978157,-49.5800083,-47.08333,-50.5066828
47863.0092,-45.1000711,-49.9812951,-47.4012428,-50.8700065
48977.8819,-45.5022244,-50.3825238,-47.7213757,-51.2346899
50118.7234,-45.9042804,-50.783697,-48.0437082,-51.6006929
51286.1384,-46.3062434,-51.1848173,-48.3682177,-51.9679762
52480.746,-46.7081176,-51.5858871,-48.6948797,-52.3365006
53703.1796,-47.1099072,-51.9869086,-49.0236679,-52.7062274
54954.0874,-47.5116158,-52.387884,-49.3545543,-53.0771188
56234.1325,-47.9132473,-52.7888154,-49.6875091,-53.4491372
57543.9937,-48.314805,-53.1897047,-50.0225012,-53.822246
58884.3655,-48.7162924,-53.590554,-50.3594979,-54.1964089
60255.9586,-49.1177126,-53.991365,-50.6984654,-54.5715906
61659.5002,-49.5190687,-54.3921394,-51.0393686,-54.9477563
63095.7344,-49.9203635,-54.7928789,-51.3821713,-55.3248722
64565.4229,-50.3215999,-55.1935851,-51.7268364,-55.7029051
66069.3448,-50.7227805,-55.5942594,-52.0733259,-56.0818226
67608.2975,-51.1239078,-55.9949033,-52.4216013,-56.4615931
69183.0971,-51.5249843,-56.3955182,-52.7716232,-56.8421858
70794.5784,-51.9260122,-56.7961054,-53.1233519,-57.2235709
72443.596,-52.3269937,-57.1966661,-53.4767471,-57.605719
74131.0241,-52.7279309,-57.5972016,-53.8317683,-57.988602
75857.7575,-53.1288259,-57.9977129,-54.1883749,-58.3721922
77624.7117,-53.5296805,-58.3982012,-54.546526,-58.756463
79432.8235,-53.9304965,-58.7986675,-54.9061809,-59.1413884
81283.0516,-54.3312758,-59.1991128,-55.2672987,-59.5269434
83176.3771,-54.7320199,-59.599538,-55.6298388,-59.9131035
85113.8038,-55.1327305,-59.999944,-55.9937609,-60.2998453
87096.359,-55.533409,-60.4003318,-56.3590249,-60.687146
89125.0938,-55.934057,-60.8007021,-56.7255911,-61.0749836
91201.0839,-56.3346757,-61.2010557,-57.09342,-61.4633367
93325.4301,-56.7352666,-61.6013934,-57.4624729,-61.8521848
95499.2586,-57.1358308,-62.0017159,-57.8327115,-62.241508
97723.7221,-57.5363696,-62.4020238,-58.204098,-62.6312873
100000,-57.9368841,-62.8023179,-58.5765953,-63.0215041
102329.299,-58.3373755,-63.2025987,-58.9501669,-63.4121406
104712.855,-58.7378447,-63.6028669,-59.324777,-63.8031797
107151.931,-59.1382927,-64.003123,-59.7003906,-64.1946049
109647.82,-59.5387206,-64.4033676,-60.0769732,-64.5864001
112201.845,-59.9391292,-64.8036012,-60.4544914,-64.9785502
114815.362,-60.3395194,-65.2038242,-60.8329123,-65.3710403
117489.755,-60.739892,-65.6040372,-61.2122039,-65.7638563
120226.443,-61.1402478,-66.0042406,-61.592335,-66.1569845
123026.877,-61.5405876,-66.4044349,-61.9732751,-66.5504118
125892.541,-61.9409121,-66.8046204,-62.3549947,-66.9441257
128824.955,-62.341222,-67.2047975,-62.737465,-67.338114
131825.674,-62.7415179,-67.6049667,-63.1206579,-67.7323651
134896.288,-63.1418005,-68.0051283,-63.5045463,-68.1268679
138038.426,-63.5420704,-68.4052826,-63.889104,-68.5216116
141253.754,-63.9423281,-68.8054299,-64.2743052,-68.9165859
144543.977,-64.3425742,-69.2055706,-64.6601253,-69.311781
147910.839,-64.7428092,-69.605705,-65.0465402,-69.7071873
151356.125,-65.1430337,-70.0058333,-65.4335268,-70.1027959
154881.662,-65.543248,-70.4059558,-65.8210626,-70.498598
158489.319,-65.9434527,-70.8060729,-66.209126,-70.8945853
162181.01,-66.3436481,-71.2061846,-66.5976958,-71.2907496
165958.691,-66.7438348,-71.6062913,-66.986752,-71.6870835
169824.365,-67.1440131,-72.0063933,-67.3762749,-72.0835795
173780.083,-67.5441833,-72.4064906,-67.7662457,-72.4802305
177827.941,-67.9443459,-72.8065835,-68.1566463,-72.8770299
181970.086,-68.3445011,-73.2066723,-68.5474591,-73.2739711
186208.714,-68.7446494,-73.6067571,-68.9386672,-73.6710479
190546.072,-69.144791,-74.006838,-69.3302543,-74.0682545
194984.46,-69.5449262,-74.4069154,-69.7222048,-74.4655852
199526.231,-69.9450553,-74.8069892,-70.1145037,-74.8630344
204173.794,-70.3451786,-75.2070597,-70.5071365,-75.2605971
208929.613,-70.7452964,-75.607127,-70.9000891,-75.6582682
213796.209,-71.1454088,-76.0071913,-71.2933482,-76.0560429
218776.162,-71.5455162,-76.4072527,-71.686901,-76.4539167
223872.114,-71.9456188,-76.8073114,-72.080735,-76.8518853
229086.765,-72.3457167,-77.2073674,-72.4748383,-77.2499444
234422.882,-72.7458102,-77.6074209,-72.8691995,-77.64809
239883.292,-73.1458996,-78.0074719,-73.2638077,-78.0463184
245470.892,-73.5459849,-78.4075207,-73.6586523,-78.4446258
251188.643,-73.9460663,-78.8075673,-74.0537232,-78.8430088
257039.578,-74.3461441,-79.2076118,-74.4490107,-79.241464
263026.799,-74.7462184,-79.6076543,-74.8445055,-79.6399882
269153.48,-75.1462894,-80.0076948,-75.2401988,-80.0385784
275422.87,-75.5463571,-80.4077336,-75.6360819,-80.4372316
281838.293,-75.9464218,-80.8077706,-76.0321466,-80.835945
288403.15,-76.3464836,-81.2078059,-76.4283851,-81.234716
295120.923,-76.7465426,-81.6078397,-76.8247899,-81.633542
301995.172,-77.146599,-82.0078719,-77.2213537,-82.0324205
309029.543,-77.5466528,-82.4079027,-77.6180696,-82.4313492
316227.766,-77.9467042,-82.807932,-78.0149311,-82.8303259
323593.657,-78.3467533,-83.2079601,-78.4119316,-83.2293484
331131.121,-78.7468001,-83.6079869,-78.8090652,-83.6284147
338844.156,-79.1468449,-84.0080125,-79.2063261,-84.0275228
346736.85,-79.5468877,-84.408037,-79.6037086,-84.4266709
354813.389,-79.9469285,-84.8080603,-80.0012075,-84.8258572
363078.055,-80.3469675,-85.2080826,-80.3988176,-85.22508
371535.229,-80.7470047,-85.6081039,-80.796534,-85.6243376
380189.396,-81.1470403,-86.0081242,-81.1943521,-86.0236286
389045.145,-81.5470742,-86.4081436,-81.5922673,-86.4229513
398107.171,-81.9471066,-86.8081622,-81.9902755,-86.8223044
407380.278,-82.3471376,-87.2081799,-82.3883724,-87.2216865
416869.383,-82.7471672,-87.6081968,-82.7865542,-87.6210964
426579.519,-83.1471954,-88.0082129,-83.1848172,-88.0205327
436515.832,-83.5472224,-88.4082284,-83.5831577,-88.4199944
446683.592,-83.9472481,-88.8082431,-83.9815722,-88.8194802
457088.19,-84.3472727,-89.2082572,-84.3800576,-89.2189891
467735.141,-84.7472962,-89.6082706,-84.7786107,-89.6185201
478630.092,-85.1473187,-90.0082834,-85.1772284,-90.0180721
489778.819,-85.5473401,-90.4082957,-85.575908,-90.4176442
501187.234,-85.9473605,-90.8083074,-85.9746465,-90.8172356
512861.384,-86.3473801,-91.2083185,-86.3734416,-91.2168453
524807.46,-86.7473987,-91.6083292,-86.7722905,-91.6164725
537031.796,-87.1474166,-92.0083394,-87.171191,-92.0161165
549540.874,-87.5474336,-92.4083491,-87.5701407,-92.4157765
562341.325,-87.9474498,-92.8083584,-87.9691374,-92.8154518
575439.937,-88.3474653,-93.2083673,-88.3681791,-93.2151416
588843.655,-88.7474802,-93.6083758,-88.7672637,-93.6148454
602559.586,-89.1474943,-94.0083839,-89.1663893,-94.0145625
616595.002,-89.5475078,-94.4083916,-89.5655541,-94.4142924
630957.344,-89.9475208,-94.808399,-89.9647564,-94.8140343
645654.229,-90.3475331,-95.208406,-90.3639944,-95.2137879
660693.448,-90.7475449,-95.6084128,-90.7632666,-95.6135525
676082.975,-91.1475561,-96.0084192,-91.1625714,-96.0133278
691830.971,-91.5475668,-96.4084253,-91.5619074,-96.4131131
707945.784,-91.9475771,-96.8084312,-91.9612732,-96.8129081
724435.96,-92.3475869,-97.2084368,-92.3606675,-97.2127123
741310.241,-92.7475962,-97.6084422,-92.7600889,-97.6125253
758577.575,-93.1476052,-98.0084473,-93.1595363,-98.0123467
776247.117,-93.5476137,-98.4084521,-93.5590086,-98.4121761
794328.235,-93.9476218,-98.8084568,-93.9585045,-98.8120132
812830.516,-94.3476296,-99.2084612,-94.358023,-99.2118577
831763.771,-94.747637,-99.6084655,-94.7575632,-99.6117091
851138.038,-95.1476441,-100.00847,-95.157124,-100.011567
870963.59,-95.5476509,-100.408473,-95.5567045,-100.411432
891250.938,-95.9476574,-100.808477,-95.9563039,-100.811302
912010.839,-96.3476636,-101.208481,-96.3559213,-101.211179
933254.301,-96.7476695,-101.608484,-96.7555559,-101.611061
954992.586,-97.1476751,-102.008487,-97.1552068,-102.010948
977237.221,-97.5476805,-102.40849,-97.5548735,-102.41084
1000000,-97.9476856,-102.808493,-97.9545552,-102.810738
